Year;Month;Day;match;home_team;away_team;home_score;away_score;tournament;city;country;latitude;longitude;neutral;Winner;Loser;SG;Brasil
1998;6;15;Germany 2 x 0 United States;Germany;United States;2;0;FIFA World Cup;Paris;France;;;TRUE;Germany;United States;2;#N/D
1998;6;15;Romania 1 x 0 Colombia;Romania;Colombia;1;0;FIFA World Cup;Lyon;France;;;TRUE;Romania;Colombia;1;#N/D
1998;6;16;Brazil 3 x 0 Morocco;Brazil;Morocco;3;0;FIFA World Cup;Nantes;France;;;TRUE;Brazil;Morocco;3;BR
1998;6;16;Scotland 1 x 1 Norway;Scotland;Norway;1;1;FIFA World Cup;Bordeaux;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;17;Chile 1 x 1 Austria;Chile;Austria;1;1;FIFA World Cup;Saint-Étienne;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;17;Italy 3 x 0 Cameroon;Italy;Cameroon;3;0;FIFA World Cup;Montpellier;France;;;TRUE;Italy;Cameroon;3;#N/D
1998;6;18;France 4 x 0 Saudi Arabia;France;Saudi Arabia;4;0;FIFA World Cup;Saint-Denis;France;;;FALSE;France;Saudi Arabia;4;#N/D
1998;6;18;South Africa 1 x 1 Denmark;South Africa;Denmark;1;1;FIFA World Cup;Toulouse;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;19;Nigeria 1 x 0 Bulgaria;Nigeria;Bulgaria;1;0;FIFA World Cup;Paris;France;;;TRUE;Nigeria;Bulgaria;1;#N/D
1998;6;19;Spain 0 x 0 Paraguay;Spain;Paraguay;0;0;FIFA World Cup;Saint-Étienne;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;20;Belgium 2 x 2 Mexico;Belgium;Mexico;2;2;FIFA World Cup;Bordeaux;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;20;Japan 0 x 1 Croatia;Japan;Croatia;0;1;FIFA World Cup;Nantes;France;;;TRUE;Croatia;Japan;1;#N/D
1998;6;20;Netherlands 5 x 0 South Korea;Netherlands;South Korea;5;0;FIFA World Cup;Marseille;France;;;TRUE;Netherlands;South Korea;5;#N/D
1998;6;21;Argentina 5 x 0 Jamaica;Argentina;Jamaica;5;0;FIFA World Cup;Paris;France;;;TRUE;Argentina;Jamaica;5;#N/D
1998;6;21;Germany 2 x 2 Serbia;Germany;Serbia;2;2;FIFA World Cup;Lens;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;21;United States 1 x 2 Iran;United States;Iran;1;2;FIFA World Cup;Lyon;France;;;TRUE;Iran;United States;1;#N/D
1998;6;22;Colombia 1 x 0 Tunisia;Colombia;Tunisia;1;0;FIFA World Cup;Montpellier;France;;;TRUE;Colombia;Tunisia;1;#N/D
1998;6;22;Romania 2 x 1 England;Romania;England;2;1;FIFA World Cup;Toulouse;France;;;TRUE;Romania;England;1;#N/D
1998;6;23;Brazil 1 x 2 Norway;Brazil;Norway;1;2;FIFA World Cup;Marseille;France;;;TRUE;Norway;Brazil;1;BR
1998;6;23;Chile 1 x 1 Cameroon;Chile;Cameroon;1;1;FIFA World Cup;Nantes;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;23;Italy 2 x 1 Austria;Italy;Austria;2;1;FIFA World Cup;Saint-Denis;France;;;TRUE;Italy;Austria;1;#N/D
1998;6;23;Scotland 0 x 3 Morocco;Scotland;Morocco;0;3;FIFA World Cup;Saint-Étienne;France;;;TRUE;Morocco;Scotland;3;#N/D
1998;6;24;France 2 x 1 Denmark;France;Denmark;2;1;FIFA World Cup;Lyon;France;;;FALSE;France;Denmark;1;#N/D
1998;6;24;Nigeria 1 x 3 Paraguay;Nigeria;Paraguay;1;3;FIFA World Cup;Toulouse;France;;;TRUE;Paraguay;Nigeria;2;#N/D
1998;6;24;South Africa 2 x 2 Saudi Arabia;South Africa;Saudi Arabia;2;2;FIFA World Cup;Bordeaux;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;24;Spain 6 x 1 Bulgaria;Spain;Bulgaria;6;1;FIFA World Cup;Lens;France;;;TRUE;Spain;Bulgaria;5;#N/D
1998;6;25;Belgium 1 x 1 South Korea;Belgium;South Korea;1;1;FIFA World Cup;Paris;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;25;Germany 2 x 0 Iran;Germany;Iran;2;0;FIFA World Cup;Montpellier;France;;;TRUE;Germany;Iran;2;#N/D
1998;6;25;Netherlands 2 x 2 Mexico;Netherlands;Mexico;2;2;FIFA World Cup;Saint-Étienne;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;25;United States 0 x 1 Serbia;United States;Serbia;0;1;FIFA World Cup;Nantes;France;;;TRUE;Serbia;United States;1;#N/D
1998;6;26;Argentina 1 x 0 Croatia;Argentina;Croatia;1;0;FIFA World Cup;Bordeaux;France;;;TRUE;Argentina;Croatia;1;#N/D
1998;6;26;Colombia 0 x 2 England;Colombia;England;0;2;FIFA World Cup;Lens;France;;;TRUE;England;Colombia;2;#N/D
1998;6;26;Japan 1 x 2 Jamaica;Japan;Jamaica;1;2;FIFA World Cup;Lyon;France;;;TRUE;Jamaica;Japan;1;#N/D
1998;6;26;Romania 1 x 1 Tunisia;Romania;Tunisia;1;1;FIFA World Cup;Saint-Denis;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;27;Brazil 4 x 1 Chile;Brazil;Chile;4;1;FIFA World Cup;Paris;France;;;TRUE;Brazil;Chile;3;BR
1998;6;27;Italy 1 x 0 Norway;Italy;Norway;1;0;FIFA World Cup;Marseille;France;;;TRUE;Italy;Norway;1;#N/D
1998;6;28;France 1 x 0 Paraguay;France;Paraguay;1;0;FIFA World Cup;Lens;France;;;FALSE;France;Paraguay;1;#N/D
1998;6;28;Nigeria 1 x 4 Denmark;Nigeria;Denmark;1;4;FIFA World Cup;Saint-Denis;France;;;TRUE;Denmark;Nigeria;3;#N/D
1998;6;29;Germany 2 x 1 Mexico;Germany;Mexico;2;1;FIFA World Cup;Montpellier;France;;;TRUE;Germany;Mexico;1;#N/D
1998;6;29;Netherlands 2 x 1 Serbia;Netherlands;Serbia;2;1;FIFA World Cup;Toulouse;France;;;TRUE;Netherlands;Serbia;1;#N/D
1998;6;30;Argentina 2 x 2 England;Argentina;England;2;2;FIFA World Cup;Saint-Étienne;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;30;Romania 0 x 1 Croatia;Romania;Croatia;0;1;FIFA World Cup;Bordeaux;France;;;TRUE;Croatia;Romania;1;#N/D
1998;7;3;Brazil 3 x 2 Denmark;Brazil;Denmark;3;2;FIFA World Cup;Nantes;France;;;TRUE;Brazil;Denmark;1;BR
1998;7;3;France 0 x 0 Italy;France;Italy;0;0;FIFA World Cup;Saint-Denis;France;;;FALSE;Draw;Draw;0;#N/D
1998;7;4;Germany 0 x 3 Croatia;Germany;Croatia;0;3;FIFA World Cup;Lyon;France;;;TRUE;Croatia;Germany;3;#N/D
1998;7;4;Netherlands 2 x 1 Argentina;Netherlands;Argentina;2;1;FIFA World Cup;Marseille;France;;;TRUE;Netherlands;Argentina;1;#N/D
1998;7;7;Brazil 1 x 1 Netherlands;Brazil;Netherlands;1;1;FIFA World Cup;Marseille;France;;;TRUE;Draw;Draw;0;BR
1998;7;8;France 2 x 1 Croatia;France;Croatia;2;1;FIFA World Cup;Saint-Denis;France;;;FALSE;France;Croatia;1;#N/D
1998;7;11;Netherlands 1 x 2 Croatia;Netherlands;Croatia;1;2;FIFA World Cup;Paris;France;;;TRUE;Croatia;Netherlands;1;#N/D
1998;7;12;France 3 x 0 Brazil;France;Brazil;3;0;FIFA World Cup;Saint-Denis;France;;;FALSE;France;Brazil;3;BR
2002;5;31;France 0 x 1 Senegal;France;Senegal;0;1;FIFA World Cup;Seoul;South Korea;;;TRUE;Senegal;France;1;#N/D
2002;6;1;Germany 8 x 0 Saudi Arabia;Germany;Saudi Arabia;8;0;FIFA World Cup;Sapporo;Japan;;;TRUE;Germany;Saudi Arabia;8;#N/D
2002;6;1;Republic of Ireland 1 x 1 Cameroon;Republic of Ireland;Cameroon;1;1;FIFA World Cup;Niigata;Japan;;;TRUE;Draw;Draw;0;#N/D
2002;6;1;Uruguay 1 x 2 Denmark;Uruguay;Denmark;1;2;FIFA World Cup;Ulsan;South Korea;;;TRUE;Denmark;Uruguay;1;#N/D
2002;6;2;Argentina 1 x 0 Nigeria;Argentina;Nigeria;1;0;FIFA World Cup;Kashima;Japan;;;TRUE;Argentina;Nigeria;1;#N/D
2002;6;2;England 1 x 1 Sweden;England;Sweden;1;1;FIFA World Cup;Saitama;Japan;;;TRUE;Draw;Draw;0;#N/D
2002;6;2;Paraguay 2 x 2 South Africa;Paraguay;South Africa;2;2;FIFA World Cup;Busan;South Korea;;;TRUE;Draw;Draw;0;#N/D
2002;6;2;Spain 3 x 1 Slovenia;Spain;Slovenia;3;1;FIFA World Cup;Gwangju;South Korea;;;TRUE;Spain;Slovenia;2;#N/D
2002;6;3;Brazil 2 x 1 Turkey;Brazil;Turkey;2;1;FIFA World Cup;Ulsan;South Korea;;;TRUE;Brazil;Turkey;1;BR
2002;6;3;Croatia 0 x 1 Mexico;Croatia;Mexico;0;1;FIFA World Cup;Niigata;Japan;;;TRUE;Mexico;Croatia;1;#N/D
2002;6;3;Italy 2 x 0 Ecuador;Italy;Ecuador;2;0;FIFA World Cup;Sapporo;Japan;;;TRUE;Italy;Ecuador;2;#N/D
2002;6;4;China PR 0 x 2 Costa Rica;China PR;Costa Rica;0;2;FIFA World Cup;Gwangju;South Korea;;;TRUE;Costa Rica;China PR;2;#N/D
2002;6;4;Japan 2 x 2 Belgium;Japan;Belgium;2;2;FIFA World Cup;Saitama;Japan;;;FALSE;Draw;Draw;0;#N/D
2002;6;4;South Korea 2 x 0 Poland;South Korea;Poland;2;0;FIFA World Cup;Busan;South Korea;;;FALSE;South Korea;Poland;2;#N/D
2002;6;5;Germany 1 x 1 Republic of Ireland;Germany;Republic of Ireland;1;1;FIFA World Cup;Kashima;Japan;;;TRUE;Draw;Draw;0;#N/D
2002;6;5;Russia 2 x 0 Tunisia;Russia;Tunisia;2;0;FIFA World Cup;Kobe;Japan;;;TRUE;Russia;Tunisia;2;#N/D
2002;6;5;United States 3 x 2 Portugal;United States;Portugal;3;2;FIFA World Cup;Suwon;South Korea;;;TRUE;United States;Portugal;1;#N/D
2002;6;6;Cameroon 1 x 0 Saudi Arabia;Cameroon;Saudi Arabia;1;0;FIFA World Cup;Saitama;Japan;;;TRUE;Cameroon;Saudi Arabia;1;#N/D
2002;6;6;Denmark 1 x 1 Senegal;Denmark;Senegal;1;1;FIFA World Cup;Daegu;South Korea;;;TRUE;Draw;Draw;0;#N/D
2002;6;6;France 0 x 0 Uruguay;France;Uruguay;0;0;FIFA World Cup;Busan;South Korea;;;TRUE;Draw;Draw;0;#N/D
2002;6;7;Argentina 0 x 1 England;Argentina;England;0;1;FIFA World Cup;Sapporo;Japan;;;TRUE;England;Argentina;1;#N/D
2002;6;7;Spain 3 x 1 Paraguay;Spain;Paraguay;3;1;FIFA World Cup;Jeonju;South Korea;;;TRUE;Spain;Paraguay;2;#N/D
2002;6;7;Sweden 2 x 1 Nigeria;Sweden;Nigeria;2;1;FIFA World Cup;Kobe;Japan;;;TRUE;Sweden;Nigeria;1;#N/D
2002;6;8;Brazil 4 x 0 China PR;Brazil;China PR;4;0;FIFA World Cup;Seogwipo;South Korea;;;TRUE;Brazil;China PR;4;BR
2002;6;8;Italy 1 x 2 Croatia;Italy;Croatia;1;2;FIFA World Cup;Kashima;Japan;;;TRUE;Croatia;Italy;1;#N/D
2002;6;8;South Africa 1 x 0 Slovenia;South Africa;Slovenia;1;0;FIFA World Cup;Daegu;South Korea;;;TRUE;South Africa;Slovenia;1;#N/D
2002;6;9;Costa Rica 1 x 1 Turkey;Costa Rica;Turkey;1;1;FIFA World Cup;Incheon;South Korea;;;TRUE;Draw;Draw;0;#N/D
2002;6;9;Japan 1 x 0 Russia;Japan;Russia;1;0;FIFA World Cup;Yokohama;Japan;;;FALSE;Japan;Russia;1;#N/D
2002;6;9;Mexico 2 x 1 Ecuador;Mexico;Ecuador;2;1;FIFA World Cup;Rifu;Japan;;;TRUE;Mexico;Ecuador;1;#N/D
2002;6;10;South Korea 1 x 1 United States;South Korea;United States;1;1;FIFA World Cup;Daegu;South Korea;;;FALSE;Draw;Draw;0;#N/D
2002;6;10;Portugal 4 x 0 Poland;Portugal;Poland;4;0;FIFA World Cup;Jeonju;South Korea;;;TRUE;Portugal;Poland;4;#N/D
2002;6;10;Tunisia 1 x 1 Belgium;Tunisia;Belgium;1;1;FIFA World Cup;?ita;Japan;;;TRUE;Draw;Draw;0;#N/D
2002;6;11;Cameroon 0 x 2 Germany;Cameroon;Germany;0;2;FIFA World Cup;Fukuroi;Japan;;;TRUE;Germany;Cameroon;2;#N/D
2002;6;11;Denmark 2 x 0 France;Denmark;France;2;0;FIFA World Cup;Incheon;South Korea;;;TRUE;Denmark;France;2;#N/D
2002;6;11;Saudi Arabia 0 x 3 Republic of Ireland;Saudi Arabia;Republic of Ireland;0;3;FIFA World Cup;Yokohama;Japan;;;TRUE;Republic of Ireland;Saudi Arabia;3;#N/D
2002;6;11;Senegal 3 x 3 Uruguay;Senegal;Uruguay;3;3;FIFA World Cup;Suwon;South Korea;;;TRUE;Draw;Draw;0;#N/D
2002;6;12;Nigeria 0 x 0 England;Nigeria;England;0;0;FIFA World Cup;Osaka;Japan;;;TRUE;Draw;Draw;0;#N/D
2002;6;12;Slovenia 1 x 3 Paraguay;Slovenia;Paraguay;1;3;FIFA World Cup;Seogwipo;South Korea;;;TRUE;Paraguay;Slovenia;2;#N/D
2002;6;12;South Africa 2 x 3 Spain;South Africa;Spain;2;3;FIFA World Cup;Daejeon;South Korea;;;TRUE;Spain;South Africa;1;#N/D
2002;6;12;Sweden 1 x 1 Argentina;Sweden;Argentina;1;1;FIFA World Cup;Rifu;Japan;;;TRUE;Draw;Draw;0;#N/D
2002;6;13;Costa Rica 2 x 5 Brazil;Costa Rica;Brazil;2;5;FIFA World Cup;Suwon;South Korea;;;TRUE;Brazil;Costa Rica;3;BR
2002;6;13;Ecuador 1 x 0 Croatia;Ecuador;Croatia;1;0;FIFA World Cup;Yokohama;Japan;;;TRUE;Ecuador;Croatia;1;#N/D
2002;6;13;Mexico 1 x 1 Italy;Mexico;Italy;1;1;FIFA World Cup;?ita;Japan;;;TRUE;Draw;Draw;0;#N/D
2002;6;13;Turkey 3 x 0 China PR;Turkey;China PR;3;0;FIFA World Cup;Seoul;South Korea;;;TRUE;Turkey;China PR;3;#N/D
2002;6;14;Belgium 3 x 2 Russia;Belgium;Russia;3;2;FIFA World Cup;Fukuroi;Japan;;;TRUE;Belgium;Russia;1;#N/D
2002;6;14;Japan 2 x 0 Tunisia;Japan;Tunisia;2;0;FIFA World Cup;Osaka;Japan;;;FALSE;Japan;Tunisia;2;#N/D
2002;6;14;South Korea 1 x 0 Portugal;South Korea;Portugal;1;0;FIFA World Cup;Incheon;South Korea;;;FALSE;South Korea;Portugal;1;#N/D
2002;6;14;Poland 3 x 1 United States;Poland;United States;3;1;FIFA World Cup;Daejeon;South Korea;;;TRUE;Poland;United States;2;#N/D
2002;6;15;Denmark 0 x 3 England;Denmark;England;0;3;FIFA World Cup;Niigata;Japan;;;TRUE;England;Denmark;3;#N/D
2002;6;15;Germany 1 x 0 Paraguay;Germany;Paraguay;1;0;FIFA World Cup;Seogwipo;South Korea;;;TRUE;Germany;Paraguay;1;#N/D
2002;6;16;Spain 1 x 1 Republic of Ireland;Spain;Republic of Ireland;1;1;FIFA World Cup;Suwon;South Korea;;;TRUE;Draw;Draw;0;#N/D
2002;6;16;Sweden 1 x 2 Senegal;Sweden;Senegal;1;2;FIFA World Cup;?ita;Japan;;;TRUE;Senegal;Sweden;1;#N/D
2002;6;17;Brazil 2 x 0 Belgium;Brazil;Belgium;2;0;FIFA World Cup;Kobe;Japan;;;TRUE;Brazil;Belgium;2;BR
2002;6;17;Mexico 0 x 2 United States;Mexico;United States;0;2;FIFA World Cup;Jeonju;South Korea;;;TRUE;United States;Mexico;2;#N/D
2002;6;18;Japan 0 x 1 Turkey;Japan;Turkey;0;1;FIFA World Cup;Rifu;Japan;;;FALSE;Turkey;Japan;1;#N/D
2002;6;18;South Korea 2 x 1 Italy;South Korea;Italy;2;1;FIFA World Cup;Daejeon;South Korea;;;FALSE;South Korea;Italy;1;#N/D
2002;6;21;England 1 x 2 Brazil;England;Brazil;1;2;FIFA World Cup;Fukuroi;Japan;;;TRUE;Brazil;England;1;BR
2002;6;21;Germany 1 x 0 United States;Germany;United States;1;0;FIFA World Cup;Ulsan;South Korea;;;TRUE;Germany;United States;1;#N/D
2002;6;22;South Korea 0 x 0 Spain;South Korea;Spain;0;0;FIFA World Cup;Gwangju;South Korea;;;FALSE;Draw;Draw;0;#N/D
2002;6;22;Senegal 0 x 1 Turkey;Senegal;Turkey;0;1;FIFA World Cup;Osaka;Japan;;;TRUE;Turkey;Senegal;1;#N/D
2002;6;25;South Korea 0 x 1 Germany;South Korea;Germany;0;1;FIFA World Cup;Seoul;South Korea;;;FALSE;Germany;South Korea;1;#N/D
2002;6;26;Brazil 1 x 0 Turkey;Brazil;Turkey;1;0;FIFA World Cup;Saitama;Japan;;;TRUE;Brazil;Turkey;1;BR
2002;6;29;South Korea 2 x 3 Turkey;South Korea;Turkey;2;3;FIFA World Cup;Daegu;South Korea;;;FALSE;Turkey;South Korea;1;#N/D
2002;6;30;Germany 0 x 2 Brazil;Germany;Brazil;0;2;FIFA World Cup;Yokohama;Japan;;;TRUE;Brazil;Germany;2;BR
2006;6;9;Germany 4 x 2 Costa Rica;Germany;Costa Rica;4;2;FIFA World Cup;Munich;Germany;;;FALSE;Germany;Costa Rica;2;#N/D
2006;6;9;Poland 0 x 2 Ecuador;Poland;Ecuador;0;2;FIFA World Cup;Gelsenkirchen;Germany;;;TRUE;Ecuador;Poland;2;#N/D
2006;6;10;Argentina 2 x 1 Ivory Coast;Argentina;Ivory Coast;2;1;FIFA World Cup;Hamburg;Germany;;;TRUE;Argentina;Ivory Coast;1;#N/D
2006;6;10;England 1 x 0 Paraguay;England;Paraguay;1;0;FIFA World Cup;Frankfurt am Main;Germany;;;TRUE;England;Paraguay;1;#N/D
2006;6;10;Trinidad and Tobago 0 x 0 Sweden;Trinidad and Tobago;Sweden;0;0;FIFA World Cup;Dortmund;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;11;Angola 0 x 1 Portugal;Angola;Portugal;0;1;FIFA World Cup;Cologne;Germany;;;TRUE;Portugal;Angola;1;#N/D
2006;6;11;Mexico 3 x 1 Iran;Mexico;Iran;3;1;FIFA World Cup;Nuremberg;Germany;;;TRUE;Mexico;Iran;2;#N/D
2006;6;11;Serbia 0 x 1 Netherlands;Serbia;Netherlands;0;1;FIFA World Cup;Leipzig;Germany;;;TRUE;Netherlands;Serbia;1;#N/D
2006;6;12;Australia 3 x 1 Japan;Australia;Japan;3;1;FIFA World Cup;Kaiserslautern;Germany;;;TRUE;Australia;Japan;2;#N/D
2006;6;12;Italy 2 x 0 Ghana;Italy;Ghana;2;0;FIFA World Cup;Hanover;Germany;;;TRUE;Italy;Ghana;2;#N/D
2006;6;12;United States 0 x 3 Czech Republic;United States;Czech Republic;0;3;FIFA World Cup;Gelsenkirchen;Germany;;;TRUE;Czech Republic;United States;3;#N/D
2006;6;13;Brazil 1 x 0 Croatia;Brazil;Croatia;1;0;FIFA World Cup;Berlin;Germany;;;TRUE;Brazil;Croatia;1;BR
2006;6;13;France 0 x 0 Switzerland;France;Switzerland;0;0;FIFA World Cup;Stuttgart;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;13;South Korea 2 x 1 Togo;South Korea;Togo;2;1;FIFA World Cup;Frankfurt am Main;Germany;;;TRUE;South Korea;Togo;1;#N/D
2006;6;14;Germany 1 x 0 Poland;Germany;Poland;1;0;FIFA World Cup;Dortmund;Germany;;;FALSE;Germany;Poland;1;#N/D
2006;6;14;Spain 4 x 0 Ukraine;Spain;Ukraine;4;0;FIFA World Cup;Leipzig;Germany;;;TRUE;Spain;Ukraine;4;#N/D
2006;6;14;Tunisia 2 x 2 Saudi Arabia;Tunisia;Saudi Arabia;2;2;FIFA World Cup;Munich;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;15;Ecuador 3 x 0 Costa Rica;Ecuador;Costa Rica;3;0;FIFA World Cup;Hamburg;Germany;;;TRUE;Ecuador;Costa Rica;3;#N/D
2006;6;15;England 2 x 0 Trinidad and Tobago;England;Trinidad and Tobago;2;0;FIFA World Cup;Nuremberg;Germany;;;TRUE;England;Trinidad and Tobago;2;#N/D
2006;6;15;Sweden 1 x 0 Paraguay;Sweden;Paraguay;1;0;FIFA World Cup;Berlin;Germany;;;TRUE;Sweden;Paraguay;1;#N/D
2006;6;16;Argentina 6 x 0 Serbia;Argentina;Serbia;6;0;FIFA World Cup;Gelsenkirchen;Germany;;;TRUE;Argentina;Serbia;6;#N/D
2006;6;16;Mexico 0 x 0 Angola;Mexico;Angola;0;0;FIFA World Cup;Hanover;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;16;Netherlands 2 x 1 Ivory Coast;Netherlands;Ivory Coast;2;1;FIFA World Cup;Stuttgart;Germany;;;TRUE;Netherlands;Ivory Coast;1;#N/D
2006;6;17;Czech Republic 0 x 2 Ghana;Czech Republic;Ghana;0;2;FIFA World Cup;Cologne;Germany;;;TRUE;Ghana;Czech Republic;2;#N/D
2006;6;17;Italy 1 x 1 United States;Italy;United States;1;1;FIFA World Cup;Kaiserslautern;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;17;Portugal 2 x 0 Iran;Portugal;Iran;2;0;FIFA World Cup;Frankfurt am Main;Germany;;;TRUE;Portugal;Iran;2;#N/D
2006;6;18;Brazil 2 x 0 Australia;Brazil;Australia;2;0;FIFA World Cup;Munich;Germany;;;TRUE;Brazil;Australia;2;BR
2006;6;18;France 1 x 1 South Korea;France;South Korea;1;1;FIFA World Cup;Leipzig;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;18;Japan 0 x 0 Croatia;Japan;Croatia;0;0;FIFA World Cup;Nuremberg;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;19;Saudi Arabia 0 x 4 Ukraine;Saudi Arabia;Ukraine;0;4;FIFA World Cup;Hamburg;Germany;;;TRUE;Ukraine;Saudi Arabia;4;#N/D
2006;6;19;Spain 3 x 1 Tunisia;Spain;Tunisia;3;1;FIFA World Cup;Stuttgart;Germany;;;TRUE;Spain;Tunisia;2;#N/D
2006;6;19;Togo 0 x 2 Switzerland;Togo;Switzerland;0;2;FIFA World Cup;Dortmund;Germany;;;TRUE;Switzerland;Togo;2;#N/D
2006;6;20;Costa Rica 1 x 2 Poland;Costa Rica;Poland;1;2;FIFA World Cup;Hanover;Germany;;;TRUE;Poland;Costa Rica;1;#N/D
2006;6;20;Germany 3 x 0 Ecuador;Germany;Ecuador;3;0;FIFA World Cup;Berlin;Germany;;;FALSE;Germany;Ecuador;3;#N/D
2006;6;20;Paraguay 2 x 0 Trinidad and Tobago;Paraguay;Trinidad and Tobago;2;0;FIFA World Cup;Kaiserslautern;Germany;;;TRUE;Paraguay;Trinidad and Tobago;2;#N/D
2006;6;20;Sweden 2 x 2 England;Sweden;England;2;2;FIFA World Cup;Cologne;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;21;Iran 1 x 1 Angola;Iran;Angola;1;1;FIFA World Cup;Leipzig;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;21;Ivory Coast 3 x 2 Serbia;Ivory Coast;Serbia;3;2;FIFA World Cup;Munich;Germany;;;TRUE;Ivory Coast;Serbia;1;#N/D
2006;6;21;Netherlands 0 x 0 Argentina;Netherlands;Argentina;0;0;FIFA World Cup;Frankfurt am Main;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;21;Portugal 2 x 1 Mexico;Portugal;Mexico;2;1;FIFA World Cup;Gelsenkirchen;Germany;;;TRUE;Portugal;Mexico;1;#N/D
2006;6;22;Croatia 2 x 2 Australia;Croatia;Australia;2;2;FIFA World Cup;Stuttgart;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;22;Czech Republic 0 x 2 Italy;Czech Republic;Italy;0;2;FIFA World Cup;Hamburg;Germany;;;TRUE;Italy;Czech Republic;2;#N/D
2006;6;22;Ghana 2 x 1 United States;Ghana;United States;2;1;FIFA World Cup;Nuremberg;Germany;;;TRUE;Ghana;United States;1;#N/D
2006;6;22;Japan 1 x 4 Brazil;Japan;Brazil;1;4;FIFA World Cup;Dortmund;Germany;;;TRUE;Brazil;Japan;3;BR
2006;6;23;Saudi Arabia 0 x 1 Spain;Saudi Arabia;Spain;0;1;FIFA World Cup;Kaiserslautern;Germany;;;TRUE;Spain;Saudi Arabia;1;#N/D
2006;6;23;Switzerland 2 x 0 South Korea;Switzerland;South Korea;2;0;FIFA World Cup;Hanover;Germany;;;TRUE;Switzerland;South Korea;2;#N/D
2006;6;23;Togo 0 x 2 France;Togo;France;0;2;FIFA World Cup;Cologne;Germany;;;TRUE;France;Togo;2;#N/D
2006;6;23;Ukraine 1 x 0 Tunisia;Ukraine;Tunisia;1;0;FIFA World Cup;Berlin;Germany;;;TRUE;Ukraine;Tunisia;1;#N/D
2006;6;24;Argentina 2 x 1 Mexico;Argentina;Mexico;2;1;FIFA World Cup;Leipzig;Germany;;;TRUE;Argentina;Mexico;1;#N/D
2006;6;24;Germany 2 x 0 Sweden;Germany;Sweden;2;0;FIFA World Cup;Munich;Germany;;;FALSE;Germany;Sweden;2;#N/D
2006;6;25;England 1 x 0 Ecuador;England;Ecuador;1;0;FIFA World Cup;Stuttgart;Germany;;;TRUE;England;Ecuador;1;#N/D
2006;6;25;Portugal 1 x 0 Netherlands;Portugal;Netherlands;1;0;FIFA World Cup;Nuremberg;Germany;;;TRUE;Portugal;Netherlands;1;#N/D
2006;6;26;Italy 1 x 0 Australia;Italy;Australia;1;0;FIFA World Cup;Kaiserslautern;Germany;;;TRUE;Italy;Australia;1;#N/D
2006;6;26;Switzerland 0 x 0 Ukraine;Switzerland;Ukraine;0;0;FIFA World Cup;Cologne;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;6;27;Brazil 3 x 0 Ghana;Brazil;Ghana;3;0;FIFA World Cup;Dortmund;Germany;;;TRUE;Brazil;Ghana;3;BR
2006;6;27;Spain 1 x 3 France;Spain;France;1;3;FIFA World Cup;Hanover;Germany;;;TRUE;France;Spain;2;#N/D
2006;6;30;Germany 1 x 1 Argentina;Germany;Argentina;1;1;FIFA World Cup;Berlin;Germany;;;FALSE;Draw;Draw;0;#N/D
2006;6;30;Italy 3 x 0 Ukraine;Italy;Ukraine;3;0;FIFA World Cup;Hamburg;Germany;;;TRUE;Italy;Ukraine;3;#N/D
2006;7;1;Brazil 0 x 1 France;Brazil;France;0;1;FIFA World Cup;Frankfurt am Main;Germany;;;TRUE;France;Brazil;1;BR
2006;7;1;England 0 x 0 Portugal;England;Portugal;0;0;FIFA World Cup;Gelsenkirchen;Germany;;;TRUE;Draw;Draw;0;#N/D
2006;7;4;Germany 0 x 2 Italy;Germany;Italy;0;2;FIFA World Cup;Dortmund;Germany;;;FALSE;Italy;Germany;2;#N/D
2006;7;5;Portugal 0 x 1 France;Portugal;France;0;1;FIFA World Cup;Munich;Germany;;;TRUE;France;Portugal;1;#N/D
2006;7;8;Germany 3 x 1 Portugal;Germany;Portugal;3;1;FIFA World Cup;Stuttgart;Germany;;;FALSE;Germany;Portugal;2;#N/D
2006;7;9;Italy 1 x 1 France;Italy;France;1;1;FIFA World Cup;Berlin;Germany;;;TRUE;Draw;Draw;0;#N/D
